Duration,Total_Stops,Price,Journey_Day,Journey_Month,Dep_hour,Dep_minute,Arrival_hour,Arrival_minute,Airline_Air India,Airline_GoAir,Airline_IndiGo,Airline_Jet Airways,Airline_Multiple carriers,Airline_Other,Airline_SpiceJet,Airline_Vistara,Source_Chennai,Source_Delhi,Source_Kolkata,Source_Mumbai,Destination_Cochin,Destination_Delhi,Destination_Hyderabad,Destination_Kolkata,Destination_New Delhi
-0.7585842996161233,-0.9545684718721901,4423.0,1.2130112565520295,-0.5858912500042599,0.5733428528248369,-1.315421504368458,-0.24756456139380606,1.4561183160419866,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.5622606116046824,0.738594677750023,6116.0,-0.8945149556843855,1.1278813055123638,1.808856324405119,0.5685916687706289,1.3105030646679918,-0.5110278513941299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.4206086373108702,2.4317578273722362,12324.0,0.8617568878459603,0.27099502775405193,-0.4562517068253981,-0.23884254828897977,0.7262277048948176,0.0510139107304748,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8960108812241319,-0.9545684718721901,3543.0,1.5642656252580986,1.1278813055123638,-0.2503327948953511,1.106881146810368,-0.8318399211669802,-1.354090494581037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.6604224556104029,-0.9545684718721901,9564.0,1.5642656252580986,0.27099502775405193,0.16150502896474292,-1.315421504368458,-0.4423230146515308,-0.5110278513941299,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
-0.7782166684172674,-0.9545684718721901,4804.0,-0.8945149556843855,0.27099502775405193,-0.2503327948953511,0.5685916687706289,-0.8318399211669802,-0.23000697033182754,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
-0.2481427107863771,0.738594677750023,10262.0,-0.8945149556843855,1.1278813055123638,0.779261764754884,-1.315421504368458,0.5314692516370929,-1.354090494581037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.7782166684172674,-0.9545684718721901,3419.0,-0.19200621827224726,0.27099502775405193,2.014775236335166,1.6451706248501072,1.3105030646679918,0.8940765539173818,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
-0.3659369235932416,0.738594677750023,4812.0,1.2130112565520295,-0.5858912500042599,-0.4562517068253981,1.106881146810368,-0.6370814679092556,-0.5110278513941299,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7585842996161233,-0.9545684718721901,4990.0,1.2130112565520295,0.27099502775405193,0.5733428528248369,-1.315421504368458,-0.24756456139380606,1.4561183160419866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.046342821230784176,0.738594677750023,26890.0,-1.479938903527834,-1.4427775277625716,-0.6621706187554451,-1.315421504368458,-0.6370814679092556,-0.5110278513941299,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.8960108812241319,-0.9545684718721901,3543.0,-1.479938903527834,1.1278813055123638,-0.2503327948953511,1.106881146810368,-0.8318399211669802,-1.354090494581037,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.7782166684172674,-0.9545684718721901,4148.0,-0.5432605869783164,-1.4427775277625716,-0.2503327948953511,0.5685916687706289,-0.8318399211669802,-0.23000697033182754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0279612612879885,0.738594677750023,6314.0,1.5642656252580986,0.27099502775405193,-0.044413882965304095,0.5685916687706289,0.9209861581525424,-1.354090494581037,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1.7150941693280315,0.738594677750023,10844.0,0.8617568878459603,0.27099502775405193,-0.8680895306854921,0.29944692975075937,0.5314692516370929,1.4561183160419866,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.1303484979795126,0.738594677750023,14388.0,-1.479938903527834,0.27099502775405193,-0.8680895306854921,0.29944692975075937,-0.8318399211669802,-1.354090494581037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.3224467933051498,0.738594677750023,9555.0,1.2130112565520295,0.27099502775405193,-0.6621706187554451,-0.7771320263287189,0.3367107983793681,1.4561183160419866,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
0.5567844100605304,0.738594677750023,14151.0,1.2130112565520295,0.27099502775405193,-0.2503327948953511,0.5685916687706289,0.3367107983793681,-1.354090494581037,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5764167788616744,0.738594677750023,14571.0,1.2130112565520295,0.27099502775405193,0.779261764754884,-1.0462767653485885,1.1157446114102672,0.6130556728550794,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
